"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI"	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae"	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae"	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae"	"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae"	"Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium]_methylpentosum_group"	"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae"	"Bacteria;Firmicutes;Bacilli;Thermicanales;Thermicanaceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae"	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae"	"Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae"	"Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae"	"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;uncultured"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae"	"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae"	"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae"
"16S-C-G4-L1_e0017-1-C-G4"	22092	33434	1076	16851	3517	5673	2287	8631	7039	178	1670	2038	2378	1949	851	0	0	409	610	112	0	186	6	79	61	67	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G4-L2_e0017-2-C-G4"	9519	18402	192	7095	2159	1515	349	14431	5479	50	3964	527	972	1473	363	0	249	43	378	58	0	63	7	127	27	16	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G4-L3_e0017-3-C-G4"	24082	24855	1618	12877	12708	4078	976	5698	4664	0	1544	1303	2729	2151	827	0	0	526	736	119	2	3	10	176	56	114	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G5-L0_e0017-0-C-G5"	28934	78870	2789	27996	596	8472	8129	8884	11879	0	4601	1641	5527	5031	1274	1011	15	159	1093	93	0	154	69	626	172	171	0	4	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G5-L1_e0017-1-C-G5"	61988	111246	1014	54485	9289	11567	11177	15343	25943	1132	4748	4749	4720	6580	2718	0	0	1830	1682	332	0	452	30	382	110	237	22	0	7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G5-L2_e0017-2-C-G5"	5082	21779	6165	10217	2323	1041	1028	14683	9530	143	1413	626	1312	56	603	320	179	76	289	89	2	172	62	94	30	53	3	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"16S-C-G5-L3_e0017-3-C-G5"	15841	25803	1300	14129	8362	3611	1038	8876	4365	359	1301	1094	1949	2424	812	0	0	478	607	91	0	58	20	162	23	87	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L0_e0017-0-C-G6"	30300	52753	1339	22855	1001	4694	6518	5822	10217	0	3419	1444	3387	3078	986	0	4	238	947	117	0	94	14	336	103	148	11	4	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L1_e0017-1-C-G6"	41731	76430	733	33412	4391	8638	7652	10668	12929	2121	3582	2730	3416	2301	1793	0	0	1598	1103	146	0	156	12	120	116	222	9	0	7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L2_e0017-2-C-G6"	12955	24373	774	13310	2516	1606	2165	11056	7389	33	1106	762	1010	76	541	6	259	377	348	107	0	102	10	141	31	33	5	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G6-L3_e0017-3-C-G6"	8515	27783	1388	16421	12231	5508	1192	11711	5681	21291	1575	1133	2393	1547	1273	0	229	1708	968	137	0	79	12	270	27	108	0	5	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"16S-C-G7-L0_e0017-0-C-G7"	27111	42425	1283	18736	1191	3523	5636	10623	9552	0	2425	1138	2753	4920	762	0	0	161	886	136	0	98	11	219	73	158	0	6	8	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G7-L1_e0017-1-C-G7"	52536	63822	563	29627	3919	3114	7653	10327	14914	504	2250	2747	2406	4380	2018	0	0	641	993	187	0	129	16	83	69	163	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G7-L2_e0017-2-C-G7"	13947	20753	894	9983	3983	1470	1801	3631	6253	38	1007	744	997	87	513	554	5	368	389	81	0	116	0	120	43	70	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G7-L3_e0017-3-C-G7"	28101	28241	866	14927	8644	5385	1330	7187	5304	0	1747	1224	2766	2182	810	0	0	180	947	142	0	93	19	211	73	84	5	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L0_e0017-0-C-G8"	8695	40662	7474	16243	1902	4561	8246	6828	12735	28	3643	1083	2987	1834	2052	812	0	77	511	101	0	114	180	178	82	66	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L1_e0017-1-C-G8"	21822	39872	317	17325	1839	1349	4360	2075	6070	5845	1410	1753	1179	2109	2832	0	0	485	501	79	0	48	0	53	42	98	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L2_e0017-2-C-G8"	5791	17725	6907	8288	5499	9609	1100	4889	8831	121	5004	734	1194	121	938	468	60	57	328	91	0	369	57	83	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G8-L3_e0017-3-C-G8"	3552	20931	672	11298	6571	3405	934	6268	3558	22459	1103	816	1421	1575	668	0	0	827	516	92	0	32	14	0	15	87	8	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L0_e0017-0-C-G9"	35484	54325	1604	29673	3078	8588	12582	9775	17223	117	3889	1959	4686	5731	1400	0	5	181	1423	216	0	102	18	395	140	223	12	0	8	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L1_e0017-1-C-G9"	60566	80350	576	36310	4129	4013	9104	7218	13590	410	3110	2978	2929	4496	6834	0	0	904	1175	168	0	108	18	334	121	222	9	0	6	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L2_e0017-2-C-G9"	10012	29782	9413	15356	4211	4073	2249	14344	14217	203	3214	1183	2630	585	944	486	68	139	746	140	0	195	61	152	56	147	7	7	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-G9-L3_e0017-3-C-G9"	21089	30249	1235	14760	5656	3168	1676	11463	5891	19	1048	1391	2635	4008	729	0	0	463	856	101	0	15	9	250	23	123	7	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H1-L0_e0017-0-C-H1"	10	13	5	14	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H1-L1_e0017-1-C-H1"	6732	14387	797	9610	2392	1712	1069	4117	2761	130	1223	627	1175	679	685	0	0	106	244	125	0	21	0	42	51	61	0	0	0	0	0	0	0	28	0	32	0	0	34	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H1-L2_e0017-2-C-H1"	89	156	19	178	93	20	45	144	0	46	38	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H10-L0_e0017-0-C-H10"	20249	41300	12379	18799	3823	4400	2669	19850	8284	3494	4014	1715	3179	0	1992	0	0	313	760	240	0	13	17	9	23	64	69	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H10-L1_e0017-1-C-H10"	39447	42725	9063	16767	18694	3611	1975	561	9300	40	6699	1771	3093	2589	2488	0	0	40	475	189	0	19	11	11	34	2	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H10-L2_e0017-2-C-H10"	7017	26131	3664	11805	6452	736	6743	282	6336	8069	2377	747	1437	23	1529	562	162	132	439	80	0	57	0	187	18	39	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H10-L3_e0017-3-C-H10"	36894	37392	2384	13492	2753	1718	8167	201	3945	0	6035	1722	1156	0	3123	0	0	56	527	66	0	0	5	0	10	9	181	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L0_e0017-0-C-H11"	18465	40457	16599	20778	8550	4075	3093	10828	9246	6792	6211	1060	3106	0	2086	0	0	337	888	192	0	25	11	0	38	59	93	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L1_e0017-1-C-H11"	36683	34622	17420	19506	21717	3026	2328	164	9172	26	5770	2003	5906	285	3226	741	228	72	615	134	0	18	108	49	37	0	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L2_e0017-2-C-H11"	14630	23944	63	9559	3494	507	6125	1880	3309	3906	3545	754	1503	0	997	881	191	126	258	84	0	20	16	0	27	29	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H11-L3_e0017-3-C-H11"	40372	40502	11126	14101	1349	419	18531	73	3749	230	4199	1469	1865	12	1347	242	118	49	351	39	0	0	98	36	0	20	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H12-L0_e0017-0-C-H12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H12-L1_e0017-1-C-H12"	30518	47478	11921	30049	17385	2587	4933	2249	9058	574	7387	2335	5951	1814	5954	718	256	357	1314	80	74	0	74	72	36	61	19	16	16	0	0	13	0	0	0	59	0	0	0	0	0	8	0	0	17	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H12-L2_e0017-2-C-H12"	1980	5836	612	4178	2615	533	1292	699	1958	963	987	230	543	0	551	200	98	32	182	28	0	0	0	17	8	24	0	0	7	0	0	0	0	0	0	20	0	0	60	0	0	0	24	18	0	16	0	9	12	11	0	0	0	10	8	0	0	6	0	5	0	4	0	0	0	0
"16S-C-H12-L3_e0017-3-C-H12"	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L0_e0017-0-C-H2"	42662	57357	53	18570	415	1087	274	21825	5546	60	1635	2021	6505	0	183	0	902	313	3	219	0	4	0	13	22	28	0	0	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L1_e0017-1-C-H2"	37707	38776	4760	21397	5384	2416	3597	13516	7501	537	4463	1530	2685	0	2154	0	0	373	520	118	0	43	11	0	89	74	95	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L2_e0017-2-C-H2"	22118	25577	213	9058	827	552	593	22939	5091	70	1587	1453	2915	18	551	0	1087	935	0	114	0	16	0	28	22	273	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H2-L3_e0017-3-C-H2"	27970	26282	73	11108	8869	1198	2472	566	3282	341	5435	926	2167	0	1166	0	0	368	417	99	0	0	10	0	13	14	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H3-L0_e0017-0-C-H3"	22848	48983	2675	27817	4745	1671	5051	30037	4473	9846	2685	1625	3326	5	1603	0	200	179	684	264	0	56	13	23	39	38	18	18	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"16S-C-H3-L1_e0017-1-C-H3"	37994	40709	5193	22969	6219	3532	2088	20112	7312	427	5697	2236	2696	3025	1811	0	8	208	710	218	0	70	12	361	46	64	30	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H3-L2_e0017-2-C-H3"	3704	31278	218	16263	4699	2134	2413	13149	6664	24350	1526	850	1682	0	894	0	362	235	462	113	0	36	8	0	17	86	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H3-L3_e0017-3-C-H3"	31985	34656	1202	16247	7845	2391	2067	27631	4147	318	9162	1879	1773	64	2036	652	235	231	828	134	0	0	24	7	26	26	146	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L0_e0017-0-C-H4"	25254	47083	346	22182	11902	1623	8800	1528	7159	1175	8730	1254	2507	1752	2096	0	0	168	530	170	0	75	7	225	46	39	15	7	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L1_e0017-1-C-H4"	38822	34893	11531	21070	4817	2459	1649	26967	6834	373	3879	1135	2531	0	1380	0	0	70	457	218	0	33	16	16	30	15	47	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L2_e0017-2-C-H4"	11055	22413	358	10356	10581	1002	1738	12	3625	4461	4094	794	1454	3177	703	0	0	79	314	111	0	51	6	0	14	40	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H4-L3_e0017-3-C-H4"	14049	15070	1737	6508	1535	1118	838	11254	1558	606	4730	593	984	0	879	0	0	78	325	89	0	0	7	0	22	0	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L0_e0017-0-C-H5"	17080	32347	11997	23144	9981	8080	3630	9900	5054	2913	4330	990	4673	0	1836	452	0	416	688	304	0	87	16	0	31	115	86	27	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L1_e0017-1-C-H5"	73814	68829	25900	36068	8003	4021	3780	55445	9179	468	7977	3200	4080	25	2806	0	0	135	870	334	0	64	24	50	65	26	84	26	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L2_e0017-2-C-H5"	2963	16866	936	8397	5863	1602	1460	453	2835	14567	1659	473	800	0	767	823	0	245	413	65	0	52	0	8	18	76	276	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H5-L3_e0017-3-C-H5"	51389	85525	2566	37971	7147	5773	6075	47541	9085	4556	24283	3977	7200	0	7340	0	0	383	1892	357	0	84	26	33	79	20	267	14	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L0_e0017-0-C-H6"	22884	50477	6031	28007	12748	9572	4516	18799	13091	1772	13894	1519	6079	0	2887	1635	0	302	795	247	0	78	24	21	53	90	1112	27	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L1_e0017-1-C-H6"	59041	53978	14853	27577	11048	3158	3361	20681	8161	404	5625	2545	3922	7	2275	0	0	148	829	289	0	24	22	14	68	27	74	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L2_e0017-2-C-H6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H6-L3_e0017-3-C-H6"	19390	37380	1502	12554	5192	1772	2071	14351	3030	20245	8356	1655	2441	0	2082	0	0	231	645	181	0	0	8	12	17	0	125	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L0_e0017-0-C-H7"	28354	54106	20562	31799	8005	11939	3233	43977	8511	6368	10295	1645	5828	0	2356	0	0	676	1082	397	0	84	34	12	32	163	157	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L1_e0017-1-C-H7"	55794	47760	9394	19353	19066	2934	2565	1500	7433	34	5933	1947	2842	338	1906	0	0	79	584	237	0	14	17	6	22	0	90	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L2_e0017-2-C-H7"	7962	22473	3377	8519	4570	1514	1245	3646	2063	14682	5202	623	898	0	555	0	0	402	378	117	0	34	8	17	29	25	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H7-L3_e0017-3-C-H7"	36486	37977	2822	13482	10165	2103	2958	3103	5809	0	9273	2036	2298	0	2237	32	0	234	632	150	0	0	12	0	8	0	181	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L0_e0017-0-C-H8"	12357	39286	1441	24060	761	5966	1721	1665	9231	9260	3127	1898	6023	0	2626	0	0	824	716	120	0	8	0	0	9	138	125	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L1_e0017-1-C-H8"	36213	32938	9154	15143	10675	2479	1799	2370	6592	48	3855	1589	2211	137	1521	0	0	54	443	157	0	14	9	9	29	0	90	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L2_e0017-2-C-H8"	10769	25708	2082	12015	7268	2808	2412	2884	2134	11739	1880	617	1486	0	739	0	85	628	586	163	0	57	8	15	44	80	59	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H8-L3_e0017-3-C-H8"	33020	27826	4294	9221	1759	1972	3052	11914	4727	36	8060	1308	1050	0	1923	0	0	112	518	153	0	0	18	0	21	14	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
